text,emotion,source_type,source_name
"Те несколько дней, которые я прожила у них, были одновременно и тяжелые, и чудесные. Чудесно было чувствовать себя нужной. Я спала на раскладушке в детской. Утром вставала пораньше, чтобы привести себя в порядок, чтобы не ходить по квартире с заспанным лицом и всклокоченными волосами. Готовила завтрак. Янкин муж уезжал на работу. Я отводила старшего в школу, младшего в детский сад. Ходила по магазинам. Возвращалась, занималась уборкой, стиркой, готовкой. Все, что так ненавидела делать у себя дома, здесь стало радостью. Потом встречала детей, кормила, занималась с ними, делала с Костиком уроки. Приходил Янкин муж, кормила его. Он хвалил все, что я готовила. Было приятно.",enjoyment,book,pismovnik
"Кнопка играла без конца, и так здорово было за ней наблюдать. Когда она первый раз увидела себя в зеркале, стала бросаться на свое отражение, вздыбив шерстку на загривке и растопырив коготки. Ударилась несколько раз носом и потеряла к зеркалу раз и навсегда всякий интерес. Зато за веревочкой могла охотиться часами. А то, выспавшись, начинала носиться по комнате молнией – с кровати на кресло, оттуда на шторы, оттуда на шкаф, оттуда на диван и так колесом, пока не опрокидывала что-нибудь. Тогда забивалась под диван, и нужно было ее выманивать какой-нибудь прыгающей бумажкой.",enjoyment,book,pismovnik
"Отчим перебирал без конца свои сокровища, расплющенные, стертые, с зернышками, с остатками арабской вязи, а я смотрел на него и удивлялся – он будто видит и монеты, и прошлое, и кто эти монеты чеканил, и как эти давно исчезнувшие императоры выглядели, а при этом паутина в углу или далекая фабричная труба за окном для него вовсе не существуют.",excitement,book,pismovnik
"Но вот смеюсь над ним, а тот китайский мальчишка – и если не душа его, то, по крайней мере, голова нашла пока свое временное пристанище во мне. Даже глаза не нужно закрывать, чтобы ее увидеть там, на земле, среди затоптанной грязи, – перемазанную кровью и песком, белок без зрачка, черный язык, прикушенный коричневыми зубами.",distress,book,pismovnik
"Сегодня увидела, как девочка упала с велосипеда – ободрала коленку, сидит и горько плачет, и белый гольф заляпан. Это было на набережной, где львы – пасть забита мусором, обертками, палочками от мороженого. И вот я потом шла домой и почему-то подумала, что все великие книги, картины не о любви вовсе. Только делают вид, что о любви, чтобы читать было интересно. А на самом деле о смерти. В книгах любовь – это такой щит, а вернее, просто повязка на глаза. Чтобы не видеть. Чтобы не так страшно было.",startle,book,pismovnik
"В ее болезни начался какой-то новый этап. Мама вдруг обрела покой и покорность. То она боялась оставаться одна, а теперь, наоборот, будто ждала одиночества. Раньше просила читать ей газеты, чтобы отвлечься, а теперь будто боялась любого вторжения в свой сузившийся мир. Раньше она просила меня звонить ее знакомым, чтобы ее навещали почаще в больнице. Жаловалась, что когда человек болен, его начинают избегать:",distress,book,pismovnik
"А знаешь, почему люди потеряли шерсть и стали голыми? На лекции вчера рассказывали. Ведь шерсть – это такая полезная вещь! Посмотри на кошку! Мягко, удобно, красиво, ласково! Представляешь голую кошку? Это же несчастье! Так вот, дело в том, что был потоп. И про Ноя все это сказки – никто на самом деле из людей не спасся. А какие-то обезьяны выжили, потому что стали жить в воде. Сколько-то тысяч поколений мы были водяными обезьянами. Поэтому и ноздри у нас – вниз, а не вверх. И у дельфинов, тюленей тоже пропала шерсть.",shame,book,pismovnik
"Может, кто-то захочет что-то про нас узнать. Про то, что я сегодня видел. Про то, как шли допоздна и остаток ночи проспали на мокрой земле, не разбивая палаток. Все валились как попало. Дожди превратили глинистую дорогу в жидкое месиво. Обоз и передки орудий тонули по ступицы, и солдаты вытаскивали их на руках. Вытягивал сегодня ногу из жидкой глины и оставил там сапог.",excitement,book,pismovnik
"Наверно, чтобы стать настоящим, необходимо существовать в сознании не своем, которое так ненадежно, подвержено, например, сну, когда сам не знаешь, жив ты или нет, но в сознании другого человека. И не просто человека, а того, кому важно знать, что ты есть. Вот я знаю, Сашенька моя, что ты существуешь. А ты знаешь, что я есть. И это делает меня здесь, где все шиворот-навыворот, настоящим.",enjoyment,book,pismovnik
"Одинокая, себе на уме, давно уже шатенка, без вредных привычек, ну, может, курю иногда, сама себе сестра, по гороскопу друидов – Горчичное Зерно, рост – уместится под мышкой, объема нет, глаза – озерки Есевонские, что у врат Батраббима. Вроде обеспеченная. Раньше работала в больнице за высоким кирпичным забором, утыканным сверху осколками стекла, чтобы царапать ветер. Там дети боялись не рака, а уколов – приходилось долго искать место на исколотой руке.",neutral,book,pismovnik
"Как радоваться настоящему, если оно ненужно и никчемно? И от всего тошнит – от обоев, от потолка, от занавесок, от города за окном, от всего этого не я. Тошнит от самого себя, такого же не я, как и все остальное. Тошнит от куцего, убогого прошлого, состоящего из глупостей и унижений. И особенно тошнит от будущего. Особенно от будущего – это ведь дорога в ту смрадную дырку в кладбищенской уборной.",distress,book,pismovnik
"Да, здесь столько зла кругом, столько жестокости, грубой, бессмысленной, безобразной, но тем сильнее хватаешься за человеческое в себе и вокруг. Тем важнее сохранить в себе крупицы человечности. Вот у меня никогда толком не было друзей. А тут делишь с человеком, может быть, последние дни и часы своей жизни, и все тепло человеческое вливается в него, как в воронку.",neutral,book,pismovnik
"Мне теперь Кирилл дорог, как брат, и чем длиннее становятся списки убитых и раненых, тем дороже мне становится этот неуклюжий человек со своими толстыми очками. Вот сейчас он даже не подозревает, что я про него тебе пишу. Снял очки, чтобы протереть, и взгляд его незащищенных близоруких глаз с припухлыми веками совершенно по-детски беспомощен. Снова к стене отвернулся. Даже спит в очках.",excitement,book,pismovnik
"Они уходят, а я так люблю кормить малыша. Пока старший играет в кубики на полу, подогреваю остывшую бутылочку в теплой воде на плите. Устраиваюсь в кресле с голодным чудом. Опрокидываю несколько капель на кожу у локтя, слизываю сама, потом начинаю осторожно кормить. Он корчит умилительные рожицы, пускает пузыри, а я чувствую себя совершенно счастливой. Что-то не так, хнычет. Из бутылочки плохо течет. Иду на кухню, раскаленной иглой пытаюсь увеличить отверстие. Теперь льется слишком сильно. Приходится сменить соску. Потом хожу с ним на плече по комнате, похлопываю по спинке, чтобы срыгнул. Ласкаюсь к этому крошечному существу, остро пахнущему молоком и мочой.",excitement,book,pismovnik
"Еще помню, как он репетировал дома, в трусах, поставив пластинку с какой-то симфонией. Я наблюдала за ним сквозь щель в двери, как он дирижировал нашими стульями, столом, книжными полками, окном. Сервант был ударными. Ковер на стене – духовыми. Чашки с неубранным завтраком на столе – скрипками. Он тыкал палочкой в диван, и тот сразу отзывался басами. Взметнул пальцы к настольной лампе – заиграл далекий рожок. Он так размахивал руками и весь ходил ходуном, что лил градом пот и с носа слетали капли.",neutral,book,pismovnik
"Я, только что из воды, набрасываюсь на маму, ледяная, облепленная мокрым песком, залезаю на нее верхом, ерзаю мерзлыми трусиками по жаркой спине. Мама визжит, сбрасывает меня и отправляется купаться – обстоятельно, как все, что она делает. Не спеша застегивает лифчик, заломив руки за спину. Поправляет бретельки, надевает белую резиновую шапочку, подолгу пряча в нее волосы. Медленно, будто проверяя каждый шаг, спускается к воде. Я прыгаю вокруг нее, осыпая брызгами, она взвизгивает и кричит, чтобы я прекратила, норовит шлепнуть меня по попе. В купальной шапочке у нее голова вдруг становится совсем маленькой.",enjoyment,book,pismovnik
"От отца у меня осталось только несколько обрывочных воспоминаний. Даже не знаю, сколько мне было. Мы едем на вокзал встречать маму. Там очень людно, папа сажает меня на плечи и говорит, чтобы не пропустил ее, а то мы потеряемся. Помню, как держу папу за шею и вглядываюсь в толпу. Мне тревожно и ужасно оттого, что мы можем не найти друг друга. Вдруг вижу ее и кричу на весь вокзал:",distress,book,pismovnik
"Католическому священнику они вырвали вилкой глаза. Его экономке отрубили голову – она еще держала за руку сына, его убили тотчас вслед за ней. Люси рассказывала все это без волнения в голосе, каким-то сухим тоном, будто все это происходило не с ней, будто сама она умерла, а речь шла о переживаниях какой-то другой женщины.",disgust,book,pismovnik
"Мне раньше казалось, что жизнь – это подготовка к смерти. Ты знаешь, когда-то я почувствовал себя таким Ноем, которому открылось, что рано или поздно придет потоп и жизнь всех на земле прекратится. И поэтому он должен строить ковчег, чтобы спастись. Ной не живет больше, как все, а только ходит и думает о потопе. И вот я тоже строил мой ковчег. Только мой ковчег был не из бревен, а из слов. И вот все кругом жили сегодняшней жизнью, радовались мимолетному, а я мог думать только о неизбежности потопа и о ковчеге. Мне они казались несчастными, а я, наверно, им.",distress,book,pismovnik
"Я спросил, помнит ли он, как я родился. Отец оживился, стал рассказывать, как увидел меня в первый раз. Сказал, что сразу после рождения у меня личико было как египетский барельеф, а на другой день все проступило – нос стал выпуклым, глаза углубились, губы стали губами. Я был морковного цвета от младенческой желтухи, и еще его поразило, что я появился на свет с длинными, отросшими ногтями.",excitement,book,pismovnik
"Сладко потягиваюсь и вслушиваюсь в непонятные голоса. Пронзительные вскрики, чьи-то радостные вопли, может, райских птиц? Будто проснулась в тропическом лесу. Или в раю. И кричат они все от восхищения этим солнечным утром. Не могут сдержаться. А те, кто не могли завопить от счастья, те просто замерли, онемели от восхищения – дерево, окно, солнечный отблеск на потолке.",enjoyment,book,pismovnik
"Сашка, тот я, прежний, мне сейчас смешон и отвратителен. Я зачеркнул его. Мне уже столько лет, а я все еще ничего про себя не знаю. Кто я? Чего я хочу? Я все еще никто! Я еще ничего в этой жизни не сделал! Этому можно найти сколько угодно оправданий, но я не хочу их искать. Я начинаю все с самых азов. Знаю, чувствую, что во мне растет кто-то другой, настоящий. И у него столько сил и желания сделать что-то важное! Когда я вернусь, я не буду тратить попусту ни минуты. Все будет не так. Я столько всего успею сделать, совершить! Я даже смотреть на небо буду совсем по-другому.",disgust,book,pismovnik
"Ему, обыкновенному деревенскому пареньку, было непросто добиться своего – нужно было много учиться. И вообще жизнь в летном училище – он называл его учебкой – была несладкой. Там было еще пехотное училище, и в городке во время увольнительных между ними всегда происходили жестокие драки. Дрались ремнями, и папе чуть не выбили глаз пряжкой – он показывал шрам на лбу, а я жалела его и гладила пальцем этот белесый бугорок.",distress,book,pismovnik
"– Сейчас! Сейчас. Что-то хотел тебе сказать, а теперь не вспомню. А, вот – не слушай Демокрита! И тела могут соприкасаться, и нет никакого зазора между душами. А люди становятся тем, чем они всегда были, – теплом и светом. Сейчас пойдем. Пора. Посмотри, ничего не забыли? Я заканчиваю. Все. Перо поскрипывает по бумаге, как чисто промытые волосы под пальцами. Уставшая рука спешит и медлит, выводя напоследок: счастлив бысть корабль, переплывши пучину морскую, так и писец книгу свою.",enjoyment,book,pismovnik
"Люблю мыть их – особенно летом, когда они прибегают с улицы грязные, потные. Отмываю их в ванной, оттираю мочалкой от грязи ноги – загорелые, в белых перепонках от сандалий. Они безобразничают, разбрасывают пену по ванной, брызгаются. Я вся мокрая. Мы хохочем. Мою им головы шампунем, они визжат, волосы под пальцами шелковистые. Смываю душем.",enjoyment,book,pismovnik
"Кругом ломали дома, муж приносил домой выброшенные вещи, стулья, фотографии в рамочках, бронзовые шпингалеты. Один раз кто-то умер в соседнем подъезде, освобождали квартиру, выбрасывали все на помойку, притащил связку писем. Почему-то отталкивали все эти обращения: Кошечка! Миленькая моя! Сладкий мой! Ненаглядная моя Танечка! Это потому что письма – чужие.",neutral,book,pismovnik
"– Да. Наверно, я поступила подло. Может быть. Но ради тебя я готова была пойти на все. Сказала себе: у ребенка должен быть отец! Думала, что получится полюбить его. Не получилось. Я говорила себе – так надо! И в конце концов поняла – не могу больше. Уговаривала себя быть благодарной ему, а выходило, что от каждого его прикосновения чуть ли не тошнило. Не семья это была, а пытка. И в какой-то момент я взорвалась. У него было тяжелое время – мост, который он проектировал, обвалился. И тут еще я ему все сказала.",distress,book,pismovnik
"Читал вслух всегда из газет занимательные факты и любил цифры. Вот ведь за последние пять тысяч лет покончили с собой столько-то человек. И никто не знает точно, сколько. Но на самом-то деле такая цифра есть. Существует. Живет. Объективно и независимо. Так существовала когда-то до Колумба неоткрытая еще Америка. Если мы чего-то не знаем, не видим, не чувствуем, и не слышим, и не можем попробовать на язык, это не значит, что этого нет.",distress,book,pismovnik
"Вижу Станкевича, нашего командира. Лежит на траве, такое впечатление, что он просто устал и решил полежать. Подбегаю к нему. Лицо спокойное, глаза приоткрыты, словно подглядывает. А кисти рук будто пропущены через мясорубку. Беру за плечи, пытаюсь приподнять. Его тело легко поддается ко мне, а затылок остается на траве.",fear,book,pismovnik
"Ты знаешь, Сашенька, мне кажется, в ту минуту я по-настоящему начал взрослеть. Я понял, что должен найти в себе мужество сделать добро. А добром в эту минуту будет поскорее прекратить эти мучения. Я взял лопату, сказал мальчишке идти в дом, сам подошел к птенцу, превратившемуся в живой черный муравьиный комочек, и разрезал его лезвием лопаты пополам. Обе половинки продолжали корчиться – или мне так показалось из-за муравьев. Я отнес эти муравьиные кучки к забору и там закопал. А тот мальчик все видел из окна террасы, обиделся на меня и не мог мне этого простить.",distress,book,pismovnik
"Помнишь, у тебя на полке были красивые камушки, которые ты когда-то привезла с моря? Ты однажды взяла круглую гальку и вставила ее себе в глаз, будто монокль. Я эту гальку забрал, и она лежала на подоконнике. И все время на меня смотрела. И вдруг я понял, что это и есть чей-то зрачок. И он меня видит. И не меня только, а вообще – все. Потому что перед этой галькой – она даже не успеет моргнуть – все промелькнет, исчезнет, и я, и эта комната, и этот город за окном. В ту секунду я почувствовал всю ничтожность и всех прочитанных книг, и всех исписанных мной тетрадок, и стало так не по себе. Такая охватила тревога. Вдруг осознал, что, наоборот, на самом деле этот зрачок ни моей комнаты, ни меня не только не видит, но и вообще не может увидеть даже при всем желании, потому что я для него промелькну так быстро, что он и не успеет ничего заметить. Он – настоящий, существует, а я для него разве существую?",startle,book,pismovnik
"– Птицы тут ни при чем. А человек, ты еще не знаешь, вообще одинок. Единственное состояние, когда человек по-настоящему не одинок, – это когда женщина ждет ребенка. Радуйся, дуреха! Ты думаешь, ты одна такая? Эка невидаль! Чего только не бывает. Не ты первая, не ты последняя. Дети же не от семени. Считай, что непорочное.",neutral,book,pismovnik
"Может, кто-то захочет что-то про нас узнать. Про то, что я сегодня видел. Про то, как шли допоздна и остаток ночи проспали на мокрой земле, не разбивая палаток. Все валились как попало. Дожди превратили глинистую дорогу в жидкое месиво. Обоз и передки орудий тонули по ступицы, и солдаты вытаскивали их на руках. Вытягивал сегодня ногу из жидкой глины и оставил там сапог.",excitement,book,pismovnik
"Наверно, чтобы стать настоящим, необходимо существовать в сознании не своем, которое так ненадежно, подвержено, например, сну, когда сам не знаешь, жив ты или нет, но в сознании другого человека. И не просто человека, а того, кому важно знать, что ты есть. Вот я знаю, Сашенька моя, что ты существуешь. А ты знаешь, что я есть. И это делает меня здесь, где все шиворот-навыворот, настоящим.",enjoyment,book,pismovnik
"Одинокая, себе на уме, давно уже шатенка, без вредных привычек, ну, может, курю иногда, сама себе сестра, по гороскопу друидов – Горчичное Зерно, рост – уместится под мышкой, объема нет, глаза – озерки Есевонские, что у врат Батраббима. Вроде обеспеченная. Раньше работала в больнице за высоким кирпичным забором, утыканным сверху осколками стекла, чтобы царапать ветер. Там дети боялись не рака, а уколов – приходилось долго искать место на исколотой руке.",distress,book,pismovnik
"Как радоваться настоящему, если оно ненужно и никчемно? И от всего тошнит – от обоев, от потолка, от занавесок, от города за окном, от всего этого не я. Тошнит от самого себя, такого же не я, как и все остальное. Тошнит от куцего, убогого прошлого, состоящего из глупостей и унижений. И особенно тошнит от будущего. Особенно от будущего – это ведь дорога в ту смрадную дырку в кладбищенской уборной.",distress,book,pismovnik
"Да, здесь столько зла кругом, столько жестокости, грубой, бессмысленной, безобразной, но тем сильнее хватаешься за человеческое в себе и вокруг. Тем важнее сохранить в себе крупицы человечности. Вот у меня никогда толком не было друзей. А тут делишь с человеком, может быть, последние дни и часы своей жизни, и все тепло человеческое вливается в него, как в воронку.",disgust,book,pismovnik
"Ему, обыкновенному деревенскому пареньку, было непросто добиться своего – нужно было много учиться. И вообще жизнь в летном училище – он называл его учебкой – была несладкой. Там было еще пехотное училище, и в городке во время увольнительных между ними всегда происходили жестокие драки. Дрались ремнями, и папе чуть не выбили глаз пряжкой – он показывал шрам на лбу, а я жалела его и гладила пальцем этот белесый бугорок.",excitement,book,pismovnik
"– Сейчас! Сейчас. Что-то хотел тебе сказать, а теперь не вспомню. А, вот – не слушай Демокрита! И тела могут соприкасаться, и нет никакого зазора между душами. А люди становятся тем, чем они всегда были, – теплом и светом. Сейчас пойдем. Пора. Посмотри, ничего не забыли? Я заканчиваю. Все. Перо поскрипывает по бумаге, как чисто промытые волосы под пальцами. Уставшая рука спешит и медлит, выводя напоследок: счастлив бысть корабль, переплывши пучину морскую, так и писец книгу свою.",enjoyment,book,pismovnik
"Люблю мыть их – особенно летом, когда они прибегают с улицы грязные, потные. Отмываю их в ванной, оттираю мочалкой от грязи ноги – загорелые, в белых перепонках от сандалий. Они безобразничают, разбрасывают пену по ванной, брызгаются. Я вся мокрая. Мы хохочем. Мою им головы шампунем, они визжат, волосы под пальцами шелковистые. Смываю душем.",enjoyment,book,pismovnik
"Кругом ломали дома, муж приносил домой выброшенные вещи, стулья, фотографии в рамочках, бронзовые шпингалеты. Один раз кто-то умер в соседнем подъезде, освобождали квартиру, выбрасывали все на помойку, притащил связку писем. Почему-то отталкивали все эти обращения: Кошечка! Миленькая моя! Сладкий мой! Ненаглядная моя Танечка! Это потому что письма – чужие.",excitement,book,pismovnik
"– Да. Наверно, я поступила подло. Может быть. Но ради тебя я готова была пойти на все. Сказала себе: у ребенка должен быть отец! Думала, что получится полюбить его. Не получилось. Я говорила себе – так надо! И в конце концов поняла – не могу больше. Уговаривала себя быть благодарной ему, а выходило, что от каждого его прикосновения чуть ли не тошнило. Не семья это была, а пытка. И в какой-то момент я взорвалась. У него было тяжелое время – мост, который он проектировал, обвалился. И тут еще я ему все сказала.",distress,book,pismovnik
"Теперь на этот европейский город в центре Азии страшно смотреть. Ни одно здание, ни одну виллу не пощадил огонь или снаряд. Причем разрушали не только китайцы. Убри показал мне в крайней, французской концессии полностью уничтоженный огромный квартал, непосредственно примыкавший к госпиталю и заселенный китайцами-христианами, – французский консул приказал сжечь его дотла, потому что боялся поджога и нападения со стороны китайского города.",anger,book,pismovnik
"Про страшилку я ей больше верила, чем отцу, хотя она меня постоянно ругала, твердила, что у меня нет вкуса, что не так одеваюсь, не так разговариваю, не так смеюсь. Я с ней всегда чувствовала себя виноватой. Мне и в голову не могло прийти, что она слишком строга или несправедлива ко мне. Он видел во мне достоинства, а она – недостатки.",neutral,book,pismovnik
"Вспомнила притчу про мудреца, который говорил своим спутникам делать что-то странное, необъяснимое. А потом их глупым действиям находился какой-то глубокий, не видимый им, но внятный мудрецу смысл. Сначала он приказал продырявить лодку бедных рыбаков, и она утонула, потом велел убить встречного прохожего и напоследок, не взяв никакой платы, восстановил разрушенную стену в селении, жители которого отказали ему в крове и пище. А потом он объяснил смысл этих поступков. Лодку затопили, чтобы ее не захватил гнавшийся за ними и отбиравший все суда царь-тиран, прохожий шел убить своего сына, а стена принадлежала сиротам, и там был клад, который они потом найдут.",excitement,book,pismovnik
"Мы стали на якорь в заливе уже к вечеру и разгружались до поздней ночи. Когда стемнело, на всех кораблях зажглись огни, целые созвездия электричества на мачтах, реях. Ты знаешь, это было очень красиво! Впервые пожалел, что тебя не было со мной. Отблески иллюминаторов в черной воде, огоньки катеров, шлюпок. То и дело вспыхивали лучи прожекторов, утыкались в облака и оставляли в них лунные пятна. Смотрел на эту иллюминацию и думал о тебе. С берега шел теплый ветерок и приносил какие-то новые неузнаваемые запахи. Было и радостно отчего-то, и страшновато. Лучи то вспыхивали, то гасли. Представляешь, так корабли переговариваются, посылая друг другу сигналы через облака.",neutral,book,pismovnik
"По воскресеньям мама строго запрещала мне будить их рано и выходила из спальни довольная, напевая что-то, с красными пятнами на шее – раздражение от его щетины. Она у него так быстро отрастала, что отчим брился иногда два раза в день, если вечером они еще куда-нибудь шли. Свет ему был не нужен, и он часто сидел в темноте, и даже брился в темноте – на ощупь и на слух – где еще шаркала бритва.",neutral,book,pismovnik
"Читал вслух всегда из газет занимательные факты и любил цифры. Вот ведь за последние пять тысяч лет покончили с собой столько-то человек. И никто не знает точно, сколько. Но на самом-то деле такая цифра есть. Существует. Живет. Объективно и независимо. Так существовала когда-то до Колумба неоткрытая еще Америка. Если мы чего-то не знаем, не видим, не чувствуем, и не слышим, и не можем попробовать на язык, это не значит, что этого нет.",neutral,book,pismovnik
"Вижу Станкевича, нашего командира. Лежит на траве, такое впечатление, что он просто устал и решил полежать. Подбегаю к нему. Лицо спокойное, глаза приоткрыты, словно подглядывает. А кисти рук будто пропущены через мясорубку. Беру за плечи, пытаюсь приподнять. Его тело легко поддается ко мне, а затылок остается на траве.",fear,book,pismovnik
"Ты знаешь, Сашенька, мне кажется, в ту минуту я по-настоящему начал взрослеть. Я понял, что должен найти в себе мужество сделать добро. А добром в эту минуту будет поскорее прекратить эти мучения. Я взял лопату, сказал мальчишке идти в дом, сам подошел к птенцу, превратившемуся в живой черный муравьиный комочек, и разрезал его лезвием лопаты пополам. Обе половинки продолжали корчиться – или мне так показалось из-за муравьев. Я отнес эти муравьиные кучки к забору и там закопал. А тот мальчик все видел из окна террасы, обиделся на меня и не мог мне этого простить.",neutral,book,pismovnik
"Помнишь, у тебя на полке были красивые камушки, которые ты когда-то привезла с моря? Ты однажды взяла круглую гальку и вставила ее себе в глаз, будто монокль. Я эту гальку забрал, и она лежала на подоконнике. И все время на меня смотрела. И вдруг я понял, что это и есть чей-то зрачок. И он меня видит. И не меня только, а вообще – все. Потому что перед этой галькой – она даже не успеет моргнуть – все промелькнет, исчезнет, и я, и эта комната, и этот город за окном. В ту секунду я почувствовал всю ничтожность и всех прочитанных книг, и всех исписанных мной тетрадок, и стало так не по себе. Такая охватила тревога. Вдруг осознал, что, наоборот, на самом деле этот зрачок ни моей комнаты, ни меня не только не видит, но и вообще не может увидеть даже при всем желании, потому что я для него промелькну так быстро, что он и не успеет ничего заметить. Он – настоящий, существует, а я для него разве существую?",excitement,book,pismovnik
"– Птицы тут ни при чем. А человек, ты еще не знаешь, вообще одинок. Единственное состояние, когда человек по-настоящему не одинок, – это когда женщина ждет ребенка. Радуйся, дуреха! Ты думаешь, ты одна такая? Эка невидаль! Чего только не бывает. Не ты первая, не ты последняя. Дети же не от семени. Считай, что непорочное.",neutral,book,pismovnik
"Ты просто не представляешь себе, что значит все время зависеть от нее! Ты не представляешь себе, что значит всю жизнь донашивать за ней обноски. Ей, этой принцессе без горошины, всегда покупали новые красивые вещи, а мне доставались они же, но уже старые, противные – донашивать. Наряжают в школу после летних каникул – у нее новые туфельки, а я должна влезать в ее старый плащик с дырявыми карманами, с пятном на лацкане.",distress,book,pismovnik
